image_file,presented_word,is_match,blank_duration,iti_duration
stimuli/scissor.png,zebra,mismatch,1.13,2.14
stimuli/face.png,face,match,1.78,1.69
stimuli/banana.png,face,mismatch,1.86,1.42
stimuli/face.png,scissor,mismatch,1.17,2.09
stimuli/scissor.png,scissor,match,1.77,2.73
stimuli/zebra.png,scissor,mismatch,1.14,2.37
stimuli/banana.png,zebra,mismatch,1.77,1.49
stimuli/scissor.png,scissor,match,1.56,1.68
stimuli/face.png,scissor,mismatch,1.72,2.99
stimuli/face.png,zebra,mismatch,1.43,1.61
stimuli/scissor.png,scissor,match,1.7,1.79
stimuli/scissor.png,scissor,match,1.19,1.45
stimuli/banana.png,scissor,mismatch,1.6,2.88
stimuli/zebra.png,zebra,match,1.91,2.93
stimuli/scissor.png,scissor,match,1.16,1.21
stimuli/banana.png,face,mismatch,1.86,2.91
stimuli/zebra.png,zebra,match,1.16,1.81
stimuli/scissor.png,banana,mismatch,1.16,1.77
stimuli/scissor.png,zebra,mismatch,1.71,2.24
stimuli/zebra.png,zebra,match,1.22,2.86
stimuli/face.png,face,match,1.46,2.03
stimuli/face.png,banana,mismatch,1.84,2.48
stimuli/banana.png,scissor,mismatch,1.41,2.77
stimuli/zebra.png,zebra,match,1.66,2.7
stimuli/banana.png,scissor,mismatch,1.68,2.37
stimuli/zebra.png,face,mismatch,1.64,1.22
stimuli/zebra.png,zebra,match,1.73,1.1
stimuli/banana.png,face,mismatch,1.5,2.36
stimuli/banana.png,banana,match,1.56,2.86
stimuli/face.png,face,match,1.36,2.56
stimuli/scissor.png,face,mismatch,1.14,2.28
stimuli/scissor.png,scissor,match,1.57,1.03
stimuli/zebra.png,face,mismatch,1.43,2.97
stimuli/face.png,zebra,mismatch,1.31,1.93
stimuli/face.png,face,match,1.31,1.88
stimuli/banana.png,banana,match,1.62,2.39
stimuli/banana.png,face,mismatch,1.81,2.09
stimuli/face.png,banana,mismatch,1.13,1.8
stimuli/face.png,face,match,1.71,1.53
stimuli/scissor.png,zebra,mismatch,1.46,2.08
stimuli/banana.png,zebra,mismatch,1.44,2.92
stimuli/scissor.png,scissor,match,1.71,2.92
stimuli/zebra.png,scissor,mismatch,1.19,1.82
stimuli/face.png,face,match,1.91,1.98
stimuli/scissor.png,banana,mismatch,1.19,2.93
stimuli/face.png,scissor,mismatch,1.41,1.92
stimuli/scissor.png,scissor,match,1.37,1.81
stimuli/banana.png,banana,match,1.91,1.32
stimuli/face.png,banana,mismatch,1.85,2.2
stimuli/zebra.png,face,mismatch,1.49,2.46
stimuli/face.png,face,match,1.81,1.37
stimuli/scissor.png,face,mismatch,1.3,1.22
stimuli/zebra.png,zebra,match,1.59,2.16
stimuli/zebra.png,face,mismatch,1.39,2.28
stimuli/scissor.png,scissor,match,1.2,2.34
stimuli/scissor.png,scissor,match,1.72,2.51
stimuli/zebra.png,banana,mismatch,1.02,1.56
stimuli/zebra.png,zebra,match,1.55,2.53
stimuli/scissor.png,scissor,match,1.34,1.19
stimuli/face.png,zebra,mismatch,1.85,1.59
stimuli/zebra.png,face,mismatch,1.61,2.77
stimuli/face.png,face,match,1.74,2.32
stimuli/scissor.png,banana,mismatch,1.55,2.57
stimuli/banana.png,banana,match,1.49,1.16
stimuli/scissor.png,banana,mismatch,1.59,2.67
stimuli/zebra.png,scissor,mismatch,1.97,1.25
stimuli/scissor.png,scissor,match,1.78,1.3
stimuli/scissor.png,banana,mismatch,1.03,1.61
stimuli/banana.png,banana,match,1.6,2.33
stimuli/banana.png,banana,match,1.93,2.25
stimuli/face.png,banana,mismatch,1.06,2.59
stimuli/zebra.png,zebra,match,1.46,1.08
stimuli/face.png,face,match,1.25,2.22
stimuli/scissor.png,banana,mismatch,1.65,2.82
stimuli/scissor.png,scissor,match,1.92,2.25
stimuli/zebra.png,zebra,match,1.11,2.55
stimuli/scissor.png,face,mismatch,1.98,2.14
stimuli/zebra.png,zebra,match,1.2,2.12
stimuli/face.png,banana,mismatch,1.55,2.79
stimuli/banana.png,zebra,mismatch,1.86,1.07
stimuli/scissor.png,scissor,match,1.8,2.13
stimuli/scissor.png,banana,mismatch,1.89,2.04
stimuli/banana.png,banana,match,1.98,1.88
stimuli/banana.png,banana,match,1.06,2.44
stimuli/zebra.png,banana,mismatch,1.54,1.67
stimuli/zebra.png,zebra,match,1.27,1.52
stimuli/face.png,face,match,1.34,2.3
stimuli/face.png,banana,mismatch,1.59,2.71
stimuli/banana.png,face,mismatch,1.5,2.09
stimuli/zebra.png,zebra,match,1.54,1.9
stimuli/banana.png,scissor,mismatch,1.78,1.97
stimuli/scissor.png,scissor,match,1.63,2.3
stimuli/face.png,banana,mismatch,1.69,1.01
stimuli/banana.png,banana,match,1.78,2.01
stimuli/scissor.png,zebra,mismatch,1.49,2.05
stimuli/face.png,scissor,mismatch,1.19,2.68
stimuli/face.png,face,match,1.57,1.16
stimuli/banana.png,zebra,mismatch,1.44,2.31
stimuli/face.png,face,match,1.25,2.11
stimuli/scissor.png,banana,mismatch,1.31,2.91
stimuli/zebra.png,zebra,match,1.94,2.6
stimuli/zebra.png,zebra,match,1.22,2.06
stimuli/scissor.png,zebra,mismatch,1.97,1.42
stimuli/face.png,zebra,mismatch,1.62,1.45
stimuli/face.png,face,match,1.18,1.71
stimuli/zebra.png,zebra,match,1.61,2.97
stimuli/face.png,banana,mismatch,1.33,1.77
stimuli/banana.png,scissor,mismatch,1.12,1.84
stimuli/face.png,face,match,1.84,2.55
stimuli/zebra.png,scissor,mismatch,1.77,2.92
stimuli/face.png,scissor,mismatch,1.94,2.84
stimuli/banana.png,banana,match,1.37,1.82
stimuli/banana.png,scissor,mismatch,1.35,2.04
stimuli/scissor.png,scissor,match,1.12,2.93
stimuli/banana.png,zebra,mismatch,1.8,1.52
stimuli/scissor.png,scissor,match,1.29,2.6
stimuli/face.png,scissor,mismatch,1.71,1.04
stimuli/zebra.png,zebra,match,1.8,1.26
stimuli/banana.png,banana,match,1.73,1.02
stimuli/banana.png,zebra,mismatch,1.42,2.6
stimuli/zebra.png,zebra,match,1.83,1.22
stimuli/banana.png,zebra,mismatch,1.88,2.33
stimuli/face.png,face,match,1.99,1.02
stimuli/scissor.png,face,mismatch,1.72,1.8
stimuli/scissor.png,scissor,match,1.32,2.11
stimuli/banana.png,banana,match,1.92,2.67
stimuli/zebra.png,scissor,mismatch,1.1,1.36
stimuli/face.png,banana,mismatch,1.59,2.81
stimuli/scissor.png,scissor,match,1.83,1.88
stimuli/banana.png,banana,match,1.92,2.11
stimuli/banana.png,scissor,mismatch,1.92,2.38
stimuli/face.png,scissor,mismatch,1.09,2.84
stimuli/scissor.png,scissor,match,1.96,1.81
stimuli/face.png,zebra,mismatch,1.58,2.04
stimuli/face.png,face,match,1.52,2.03
stimuli/zebra.png,zebra,match,1.99,1.13
stimuli/zebra.png,banana,mismatch,1.62,1.52
stimuli/face.png,face,match,1.49,1.18
stimuli/zebra.png,face,mismatch,1.14,1.57
stimuli/face.png,face,match,1.33,1.74
stimuli/banana.png,zebra,mismatch,1.92,1.49
stimuli/zebra.png,scissor,mismatch,1.16,1.14
stimuli/banana.png,banana,match,1.82,1.97
stimuli/scissor.png,scissor,match,1.45,2.61
stimuli/banana.png,zebra,mismatch,1.71,2.56
stimuli/face.png,face,match,1.07,2.84
stimuli/face.png,face,match,1.97,2.29
stimuli/zebra.png,face,mismatch,1.2,1.67
stimuli/scissor.png,scissor,match,1.78,1.64
stimuli/face.png,scissor,mismatch,1.83,1.87
stimuli/zebra.png,banana,mismatch,1.39,2.49
stimuli/scissor.png,scissor,match,1.24,2.71
stimuli/banana.png,scissor,mismatch,1.22,1.32
stimuli/banana.png,banana,match,1.5,2.79
stimuli/zebra.png,face,mismatch,1.91,2.73
stimuli/banana.png,zebra,mismatch,1.77,1.99
stimuli/banana.png,banana,match,1.56,1.65
stimuli/scissor.png,face,mismatch,1.81,1.32
stimuli/banana.png,face,mismatch,1.58,2.46
stimuli/zebra.png,zebra,match,1.06,2.7
stimuli/scissor.png,face,mismatch,1.16,2.59
stimuli/banana.png,scissor,mismatch,1.81,2.49
stimuli/banana.png,banana,match,1.42,1.97
stimuli/zebra.png,banana,mismatch,1.02,2.07
stimuli/banana.png,banana,match,1.02,2.34
stimuli/face.png,face,match,1.96,1.39
stimuli/scissor.png,zebra,mismatch,1.25,2.84
stimuli/scissor.png,zebra,mismatch,1.87,1.02
stimuli/zebra.png,zebra,match,1.19,2.6
stimuli/banana.png,zebra,mismatch,1.42,2.2
stimuli/face.png,zebra,mismatch,1.82,1.3
stimuli/scissor.png,scissor,match,1.73,1.67
stimuli/zebra.png,zebra,match,1.93,2.4
stimuli/banana.png,scissor,mismatch,1.64,1.87
stimuli/scissor.png,zebra,mismatch,1.73,2.49
stimuli/scissor.png,scissor,match,1.99,2.42
stimuli/face.png,face,match,1.97,1.03
stimuli/scissor.png,zebra,mismatch,1.78,2.92
stimuli/face.png,face,match,1.65,2.4
stimuli/banana.png,scissor,mismatch,1.17,2.18
stimuli/zebra.png,zebra,match,1.37,2.27
stimuli/zebra.png,zebra,match,1.52,2.45
stimuli/banana.png,scissor,mismatch,1.49,1.12
stimuli/face.png,banana,mismatch,1.22,2.55
stimuli/face.png,face,match,1.7,2.05
stimuli/zebra.png,banana,mismatch,1.49,1.84
stimuli/banana.png,banana,match,1.69,2.08
stimuli/face.png,face,match,1.17,2.53
stimuli/scissor.png,banana,mismatch,1.07,1.71
stimuli/scissor.png,scissor,match,1.0,2.2
stimuli/banana.png,banana,match,1.27,2.96
stimuli/zebra.png,banana,mismatch,1.96,1.74
stimuli/zebra.png,zebra,match,1.66,1.27
stimuli/banana.png,banana,match,1.12,1.99
stimuli/zebra.png,face,mismatch,1.98,1.77
